Barcode	Author	Title	Description	Keywords	Publisher	Date	Status	TimesLent	ISBN	Value	BindingPages
102626	Kurtz, Paul (Ed)	Humanist Manifesto 2000		Humanist Manifesto	Prometheis Books	2000	Reference		1-57392-783-X	$25.00	P/76
103289	Kurtz, Paul (ed)	Science and Religion : Are they Compatible?		Science / Religion	Prometheus Books	2003	Lending		1-59102-064-6		366/P
100478	Kurtz, Paul (ed)	Science and Religion : Are they Compatible?		Science / Religion	Prometheus Books	2003	Reference		1-59102-064-6		366/P
102605	La Croix, Richard R.	What is God?: Selected Essays of Richard R. La Croix		God	Prometheis Books	1993	Lending	2	0-87975-739-6		H/200
101890	La Mettrie, Julien O. de	Man A Machine and Man A Plant		Materialism	Hackett Publishing	1994	Lending		0-87220-194-5	$US 7.95	P/92
101184	Lacey, Robert & Danziger, Danny	Year 1000, The		History / Europe	Abacus	1999	Lending		0-349-113068	$16.00	P/230
103300	Lader, Lawrence	Private Matter: RU486 & the Abortion Crisis		Abortion	Prometheis Books	1995	Lending	3	1-57392-012-6		H/254
101892	Laing, Samuel	Human Origins		Anthropology	Chapman & Hall	1900	Lending	2			H/437
101893	Laing, Samuel	Human Origins		Anthropology	Chapman & Hall	1892	Reference				H/437
101894	Laing, Samuel	Modern Science and Modern Thought		Science	Chapman & Hall	1893	Reference				H/382
101896	Laing, Samuel	Modern Zoroastrian, A		Science / Philosophy	Watts & Co	1904	Lending				H/128
101898	Laing, Samuel	Modern Zoroastrian, A		Science / Philosophy	Chapman & Hall	1893	Reference				H/274
101897	Laing, Samuel	Modern Zoroastrian, A.		Science / Philosophy	Watts & Co.	1904	Reference				P/128
100689	Laing, Samuel	Problems of the Future		Essays	Watts & Co	1905	Lending				H/160
101900	Laing, Samuel	Problems of the Future		Essays	Watts & Co	1905	Reference				H/160
101899	Lal, Deepak	New Cultural Imperialism, The: The Greens and Econmic Development		Environmentalism / Economics	Liberty Institute	2000	Lending			$9.95	P/26
103301	Lambert Rev” Louise A	Notes by Ingersoll				1883	Reference				
101901	Lambert, Max	Who's who in New Zealand	Twelfth Edition	New Zealand	Reed 	1991	Lending		0-7900-0130-6		
106284	Lamont, Corliss	Freedom Is as Freedom Does		Politics / Liberty	Horizon Press	1956	Lending				H/322
104573	Lamont, Corliss	Freedom Is as Freedom Does		Politics / Liberty	Horizon Press	1956	Reference				H/322
101905	Lamont, Corliss	Freedom of Choice Affirmed		Philosophy	Pemberton Books	1971	Lending		301-71011-2		H/214
101907	Lamont, Corliss	Freedom of Choice Affirmed		Philosophy	Pemberton Books	1967	Reference				
103290	Lamont, Corliss	Humanist Wedding Service, A		Weddings	Prometheus Books	1972	Lending				P/29
104743	Lamont, Corliss	Humanist Wedding Service, A		Weddings	Prometheus Books	1970	Lending				P/23
103298	Lamont, Corliss	Illusion of Immortality, The		Immortality	Watts & Co.	1936	Lending				H/294
101910	Lamont, Corliss	Illusion of Immortality, The		Immortality	Watts & Co.	1936	Reference				H/294
101909	Lamont, Corliss	Man Answers Death		Poetry / Funeral	Philosophical Library	1952	Reference				H/325
101911	Lamont, Corliss	Philosophy of Humanism, The		Humanism	Frederick Ungar Publishing	1965	Lending				P/313
101913	Lamont, Corliss	Philosophy of Humanism, The		Humanism	Frederick Ungar Publishing	1982	Lending				P/321
101914	Lamont, Corliss	Philosophy of Humanism, The		Humanism	Philosophical Library	1957	Reference				H/243
101912	Lamont, Corliss	Philosophy of Humanism, The [In Korean]		Humanism	Frederick Ungar Publishing	1982	Lending				P/313
101915	Lamont, Corliss	Trial of Elizabeth Gurley Flynn The	by the American Civil Liberties Union			1968	Lending				
102931	Landon, H.C. Robbins	Beethoven: His life, work and world		Biographies	Thames & Hudson	1992	Lending		0-500-01540-6		
104986	Langdon-Davies, John	Man and His Universe		Cosmology	Harper & Brothers	1930	Lending				H/334
104260	Langdon-Davies, John	Man and His Universe		Cosmology	Watts & Co.	1937	Reference				H/242
101917	Langdon-Davies, John	Seeds of Life, The		Biology	Watts & Co.	1957	Lending				H/172
101918	Langdon-Davies, John	Short History of Women, A		Women	Watts & Co.	1948	Reference				H/244
101919	Lankester, Sir E Ray	Fireside Science		Science	Watts & Co.	1934	Lending				H/145
101922	Lankester, Sir E Ray	Fireside Science		Science	Watts & Co.	1934	Reference				H/145
101921	Lankester, Sir E Ray	Kingdom of Man, The		Anthropology	Watts & Co.	1912	Reference				H/114
101923	Lankester, Sir Ray	More Science From an Easy Chair		Science	Methuen & Co	1920	Reference				H/295
101920	Larkin, Philip	The Oxford Book of Twentieth Century English Verse		Poetry	Oxford University Press	1973	Lending				
106324	Larson Martin A. & Lowell, C. Stanley	Churches, Their Riches, Revenues and Immunities, The		Religion / Wealth	Robert B Luce	1969	Lending				P/301
	Larson  Martin A	Churches, Their Riches, Revenues and Immunities, The		Religion / Wealth		1969	Reference				
101925	Larson, Martin A.	Church Wealth and Business Income		Religion / Wealth	Philosophical Library	1965	Lending				H/120
104261	Larson, Martin A.	Church Wealth and Business Income		Religion / Wealth	Philosophical Library	1965	Reference				H/120
101924	Larson  Martin A	Church Wealth and Business Income		Religion / Wealth		1965	Lending				
101926	Larson, Martin A.	Religion of the Occident		Essenes	Philosophical Library	1959	Lending				H/711
104132	Larson Edward J	Evolutions Workshop		Evolution		2002	Lending				
103302	Larson Edward J	Inquisition		Religious / Torture		2002	Lending				
104132	Larson Edward J	Bible Unmasked, The		Religion		2002	Lending				
104265	Lauryssens, Stan	The Man who invented the third reich	The Life and times of Arthur Moeller Van Den Bruck	History/Biography	Sutton Publishing	1999	Lending		0-7509-1866-7		
106219	Law C	Nature First & Mans Last Place in Nature				1929	Lending				
104276	Lawrence, Helen	Making Friends with Fossils : How to Find Your Way Through the Maze of Human Origins		Anthropology	Maygog Publishing	2003	Lending		0-9750548-0-5		71/P
104572	Lawson Henry	Camp-Fire Yarn A.Complete WORKS 1885- 1900	Poetry and Prose	Social History Poetry	landsdowne Press Australia	1984	Lending		0=7018-1849-2		
104799	Lawson Henry	Fantasy of Man A : Complete Works 1901-1922	Australian History	Sociology	landsdowne Press Australia	1936	Lending		0-7018-1849-2		
104798	Leaves, Nigel	Odyssey on the sea of faith: the life and writings of Don Cupitt		Religion	Polebridge press	2004	Lending		0-944344-62-3		
104912	Lea, Henry Charles	History of Sacerdotal Celibacy in the Christian Church		Christianity / Celibacy	Watts & Co	1932	Lending				H/610
101936	Lea, Henry Charles	History of Sacerdotal Celibacy in the Christian Church		Christianity / Celibacy	Watts & Co	1932	Reference				H/610
101932	Lea, Henry Charles	History of Sacerdotal Deception		Christianity / Deception	Watts & Co	1966	Lending				
101933	Lea, Henry Charles	History of the Inquisition of the Middle Ages, (Vol 1)		Inquisition	Harper & Brothers	1887	Reference				H/583
104266	Lea, Henry Charles	History of the Inquisition of the Middle Ages, (Vol 2)		Inquisition	Harper & Brothers	1887	Reference				H/585
101934	Lea, Henry Charles	History of the Inquisition of the Middle Ages, (Vol 3)		Inquisition	Harper & Brothers	1888	Reference				H/736
101935	Lea, Henry Charles	History of the Inquisition of the Middle Ages, (Vol 4)		Inquisition	Harper & Brothers	1954	Reference				
102397	Leakey, E.Richard & Lewin, Roger	Origins Reconsidered: In Search of What makes Us Human		Anthropology	Litle, Brown, and Company	1992	Lending		0-316-90298-5	$14.00	P/375
104265	Leakey, Richard E	Making of Mankind, The		Anthropology	Michael Joseph	1981	Lending		0-7181-1931-2		H/256
101938	Leakey, Richard E	One Life: Richard Leakey		Anthropology	Michael Joseph	1983	Lending		0-7181-2247-X		H/207
101937	Leakey, Richard E & Lewin, Roger	Origins Reconsidered: In Search of What Makes Us Human		Anthropology	Little, Brown and Co	1992	Lending	4	0-316-90298-5		H/375
101939	Lecky, William Edward Hartpole	History of European Morals		Morality	Watts & Co	1924	Lending				P/170
101942	Lecky, William Edward Hartpole	History of European Morals (Vol 1)		Morality	Longmans, Green, and Co.	1902	Reference				H/468
101941	Lecky, William Edward Hartpole	History of European Morals (Vol 2)		Morality	Longmans, Green, and Co.	1902	Reference				H/407
101940	Lecky, William Edward Hartpole	Map of Life: Conduct and Character, The		Philosophy / Politics	Longmans, Green, and Co.	1899	Reference				H/328
101946	Lecky, William Edward Hartpole	Rise in Influence of the Spirit of Rationalism in Europe		Rationalism / History	Longmans, Green, and Co.	1910	Lending				H/430
101945	Lecky, William Edward Hartpole	Rise in Influence of the Spirit of Rationalism in Europe (Vol 1)		Rationalism / History	Longmans, Green, and Co.	1900	Reference				H/408
101943	Lecky, William Edward Hartpole	Rise in Influence of the Spirit of Rationalism in Europe (Vol 2)		Rationalism / History	Longmans, Green, and Co.	1900	Reference				H/430
106631	Lazare Christopher	Tales of Hoffmann	Classical literature	Classical novel	Hill & Wang inc	1946	Lending				
101944	Lee, Dwight E.	Problems in European civilization: The outbreak of the first World war	Who was responsible? Revised edition	History	D.C. Heath and Company	1966	Lending				
106357	Lee, John A	Lee Way to Public Speaking, The		Oratory	Collins	1965	Lending				H/122
101948	Lee, John A	Lee Way to Public Speaking, The		Oratory	Collins	1965	Reference				H/122
101947	Lee, Jung Young	Death and Beyond in the Eastern Perspective		Eastern Religion	Interface	1974	Lending				H/100
101778	Leedom, Tim (Ed.)	Book Your Church Doesn't Want You to Read, The		Christianity	Kendall/Hunt	1993	Lending	4	0-8403-8908-6	$39.95	P/446
101185	Lees, Stella;Macintyre Pam	The Oxford Companion to Australian Children's Literature		Literature/Children	Oxford University Press	1993	Lending		0-19-553592-8		
106110	Legge, Francis	Forerunners and Rivals of Christianity		Christianity / History	University Books	1965	Lending				H/462
101949	Lehmann, Johannes	The Jesus Report: The Rabbi J. revealed by the Dead Sea Scrolls	Translated by Michael Heron	Christianity	Souvenir Press	1971	Lending		0-285-62022-3		
106285	Leick, Gwendolyn	Mesopotamia: The Invention of the City		History	Penguin Books	2001	Lending		0-140-265-740		
106226	Leigh Richard	Dead Sea Scrolls Deception The		Christianity / Deception		1991	Lending				
101951	Leitch, Duncan	Geology in the Life of Man		Geology	Watts & Co.	1948	Lending				H/118
104267	Leitch, Duncan	Geology in the Life of Man		Geology	Watts & Co.	1945	Reference				H/118
101950	Lemaitre, Joseph	French: How to speak and write it		Language 	Odhams Press Limited		Lending				
106192	Lemesurier, Peter	The Nostradamus Encyclopedia		Biographical works	Godsfield Press	1997	Lending		1-899434-96-8		
106195	Leonard William A	New Story of the Bible The		Bible		1904	Lending				
103304	Leppard, David	Fire and Blood		Cults / Waco	Fourth Estate	1993	Lending	1	1-85702-166-5		P/181
104574	Levett, Arthur	Martian Examines Christianity, A		Christianity	Watts & Co.	1934	Lending				H/118
103305	Levett, Arthur	Martian Examines Christianity, A		Christianity	Watts & Co.	1934	Reference				P/118
101957	Levy, H.	Science in an Irrational Society		Science	Watts & Co.	1934	Lending				H/82
101962	Levy, H.	Science in an Irrational Society		Science	Watts & Co.	1934	Reference				H/82
101961	Levy, H.	Universe of Science, The		Science	Watts & Co.	1932	Lending				H/224
101964	Levy, H.	Universe of Science, The		Science	Watts & Co.	1938	Reference				H/242
101963	Lewis Bernard	Arabs in History The		Arab / History		1950	Reference				
103291	Lewis G H	Life & Works of Goethe The		Biography		1946	Lending				
104571	Lewis, Jim & Peron, Jim	Liberty Reclaimed: A New Look at American Politics		Politics / Liberty	Free Forum	1984	Lending			$9.95	P/81
104282	Lewis, John	Uniqueness of Man, The		Humanism	Lawrence and Wishart	1974	Lending	1	85315-2985		P/197
101971	Lewis, Joseph	American Atheist Heritage (Vol. 1)		Atheism	AAP	1981	Lending				P/55
103308	Lewis Joseph	Atheist Manifesto An		Atheism		1958	Lending				
101974	Lewis Joseph	Atheism & Other Addresses		Atheism		1941	Lending				
104268	Lewis, Joseph	Bible Unmasked, The		Biblical Studies	Freethought Press	1963	Lending				P/236
104276	Lewis, Joseph	Bible Unmasked, The		Biblical Studies	Freethought Press	1933	Reference				H/284
101978	Lewis, Joseph	In The Name of Humanity		Circumcision	Freethought Press	1967	Lending			$4.95	H/158
101975	Lewis, Joseph	In The Name of Humanity		Circumcision	The Book Tree	2003	Lending		1-58509-229-0		
106526	Lewis, Joseph	Ingersoll the Magnificent		Biography / Ingersoll, Robert	AAP	1985	Lending	4	0-91309-12-4		P/342
101966	Lewis, Joseph	Ten Commandments, The		Biblical Studies	Freethought Press	1946	Lending				H/644
101977	Lewis, Joseph	Ten Commandments, The		Biblical Studies	Freethought Press	1946	Reference				H/644
101976	Lewis, Joseph	Thomas Paine: Author of the Declaration of Independence		Biography / Paine, Thomas	Freethought Press	1947	Reference				H/315
101979	Lewis, Joseph	Tragic Patriot, The		Biography / Paine, Thomas	Freethought Press	1954	Lending				H/237
101981	Lewis, Joseph	Tragic Patriot, The		Biography / Paine, Thomas	Freethought Press	1954	Reference				H/237
101980	Lewis, Joseph	Tyranny of God, The		Religion / Violence	Freethought Press	1921	Lending	3			H/122
101983	Lewis, Joseph	Tyranny of God, The		Religion / Violence	Freethought Press	1921	Reference				H/122
101982	Lewis Joseph	Tyranny of God, The		Religion / Violence	Freethought Press	1921	Lending				
101984	Lewis, Joseph	Voltaire: The Incomparable Infidel		Biography / Voltaire	Freethought Press	1929	Reference				H/93
104269	Lewis, Norman	Missionaries,The		Missionaries	Secker & Warburg	1988	Lending		0-09-959960-0		P/221
101986	Lewis, Norman	Missionaries,The		Missionaries	Secker & Warburg	1988	Reference		0-436--24595-7		H/244
101985	Lewy Guenter	Catholic Church & Nazi Germany The		Catholicism / Nazi		1964	Lending				
103309	Liddell Henry G	Students Rome The		History / Rome		1889	Reference				
104279	Liddell Henry G	History of Rome A		History / Rome		1889	Reference				
104273	Liddell; Scott	A Lexicon: Abridged from Liddell and Scott's Greek-English Lexicon		Language 	Clarendon Press Oxford	1935	Lending				
106262	Liechty, Daniel	Theology in Postliberal perspective		Theology	SCM Press  	1990	Lending		0-334-02481-1		
106153	Lifton, Robert Jay	Nazi Doctors, The		Nazi Germany / Medicine	Basic Books	2000	Lending		0-465-04905-2	$20.00	P/561
104273	Lightfoot, Joseph B.	Apostolic Fathers, The		Christianity	MacMilllan & Co	1926	Reference				H/569
101987	Lightfoot, Joseph B.	Essays on "Supernatural Religion" [by W. R. Cassels]		Christianity	MacMilllan & Co	1893	Reference				H/319
102752	Lightfoot Rev' John	Eternal Torment	 debate between Lightfoot & Bradlaugh	Debate		1876	Reference				
101988	Lightman Alan	Best American Science Writing The		Science		2005	Lending				
104640	Lin Shao – Yang	Chinese Appeal to Christian Missioners A		Christianity		1911	Reference				
104104	Lin, Shao-Yang [pseud. Reginald F. Johnston]	Chinese Appeal to Christendom Concerning Christian Missions, A		Christianity / China	Watts & Co.	1911	Reference				H/319
101988	Lindsey, Brink	Against the Dead Hand: The Uncertain Struggle for Global Capitalism		Capitalism / Globalization	John Wiley & Sons, Inc.	2002	Lending		0-471-44277-1	$55.95	P/657
102948	Linedecker, Clifford L	Massacre at Waco		Religious Violence	Virgin Publishing	1993	Lending	1	0-86369-713-5	$7.50	P/254
101989	Lineham, Peter J. & Grigg, Anthony R.	Religious History of New Zealand : A Bibliography		Religion	Massey University	1989	Reference				P/227
102532	Little, W.; Fowler, H.W.; Coulson, J.;	The shorter Oxford English dictionary on historical principles		Dictionary	Clarendon Press Oxford	1973	Lending		0-19-861127-7		
106167	Lo Bello, Nino	Vatican Empire, The		Catholicism / Politics	Pocket Books	1969	Lending				P/173
103310	Lo Bello, Nino	Vatican U.S.A.		Catholicism / Politics	Pocket Books	1969	Lending				
103292	Locke, John	Two Treatises of Government		Philosophy	Cambridge University Press	1989	Lending		0-521-35730-6	$11.80	P/464
104623	Lofmark Carl	What is the Bible		Bible		1990	Lending				
101993	Lofmark Carl	Does God exist		Religion		1990	Lending				
104274	Loftus, E & Ketcham, K	Myth of Repressed Memory, The		Psychology	St. Martin's Press	1994	Lending	3	0-312-11454-0		H/290
